,name,address,price,speciality,review,services,phone number,website,latitude,longitude
2095,Au Ménil,"24 boulevard Aristide-Briand, Savigny-sur-Orge, 91600, France", 18 - 60 EUR , Cuisine classique ,"Le chef, aussi expérimenté que passionné par son métier, s'est entouré d'une équipe jeune et motivée. Il en résulte une cuisine généreuse et savoureuse, sans esbroufe, réalisée avec de beaux produits directement piochés au marché de Rungis. La maison est en évolution permanente, signe que l'envie et le plaisir sont toujours au rendez-vous !","['Accès handicapés ', 'Restaurant non fumeur ', 'Salon particulier ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.6834000,2.3449700
2096,Auberge de l'Ermitage,"331 route de Paris, Saint-Quentin, 02100, France", 25 - 80 EUR , Cuisine traditionnelle ,"Un ""ermitage"" un peu à l'écart du centre-ville, à l'atmosphère contemporaine et feutrée. Le patron fait œuvre de tradition avec sérieux ; le filet de bœuf, le cœur de ris de veau et le foie gras de canard sont ses plats signatures.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,49.8300300,3.2529500
2097,L'Orangerie,"31 avenue George-V, Paris, 75008, France",,,"Dans cet espace de poche (18 couverts seulement), aménagé au sein de l'hôtel George V, la carte est supervisée par Christian Le Squer et mise en œuvre par Alan Taudon, un habitué de la maison – il participait précédemment à l'élaboration des plats du Cinq. Tout en conservant l'ADN du lieu (une cuisine française de saison, de jolies notes parfumées), le chef a repensé l'offre gastronomique dans une veine ""healthy"", allégée en matières grasses, en articulant sa carte autour des légumes, des produits laitiers et de la mer, et en faisant volontairement l'impasse sur les viandes. Les assiettes sont savoureuses et complétées à merveille par des desserts en tout point excellents, et par une carte des vins déclinée de celle, impressionnante, du Cinq.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']", +33 1 49 52 72 24, www.lorangerieparis.com,48.8685800,2.3010500
2098,Le Belvédère,"11 route du Maquis-Jean-Pierre, Bozouls, 12340, France", 45 - 112 EUR , Cuisine moderne ,"Guillaume Viala, qui se destinait à une carrière scientifique, a troqué éprouvettes et cornues contre couteau et planche à découper. Cet Aveyronnais a bifurqué vers la cuisine, passant notamment trois ans chez Michel Bras. Puis, avec son épouse sommelière, il a jeté son dévolu sur cette auberge rustique et chic, qui offre une vue imprenable sur le fameux ""trou"" de Bozouls, un cirque naturel creusé dans le causse. Tous deux nourrissent une passion contagieuse pour l’agriculture paysanne traditionnelle et les vins d’auteurs. Leur poulpe du golfe du Lion cuit en cocotte, jus épicé, charlotte fumée et pois chiche, pissenlit et roquette, est un exemple à suivre : simplicité enfantine, produits communs bien mis en valeur, exécution parfaite. Une réussite.","['Avec chambre ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Salon particulier ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,44.4727500,2.7199200
2099,Le Chalet,"Le village, Gresse-en-Vercors, 38650, France", 15 - 67 EUR , Cuisine traditionnelle ,"Maison forte durant le Moyen Âge, couvent jusqu'en 1905, ce ""chalet"" est devenu un hôtel-restaurant sous l'impulsion de la famille Prayer, autour de deux valeurs primordiales : tradition et générosité. En témoignent les assiettes goûteuses, tels ce saumon fumé maison ou le gigot d'agneau cuit sept heures, et son gratin du Vercors...","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Ascenseur ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,44.9023427,5.5681005
2100,Le Relais de Saulx,"6 rue Louis-Véry, Beaune, 21200, France", 37 EUR , Cuisine moderne ,"Olivier Streiff a repris avec sa compagne cette maison de caractère (1673) du centre de Beaune, non loin des Hospices. Il y sert une cuisine bistronomique goûteuse et sans esbroufe, parfois même canaille, qui régalera les amateurs de beaux produits bio... avec presque toujours un risotto à la carte, son dada !","['Accès handicapés ', 'Restaurant non fumeur ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 3 80 22 01 35," Dates de fermetureFermé : midi : lundi, samedi, dimanche",47.0223542,4.8356773
2101,Savoie Léman,"40 boulevard Carnot, Thonon-les-Bains, 74200, France", 24 - 48 EUR , Cuisine classique ,"Une agréable cuisine traditionnelle à déguster dans un cadre cossu (et centenaire !), celui de l'École hôtelière de Thonon. Avec même quelques confortables chambres – à préférer côté lac Léman.","['Accès handicapés ', 'Restaurant non fumeur ', 'Ascenseur ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Mastercard ']",,,46.3725710,6.4753557
2102,L'Antiquaire,"64 rue de Vaufleury, Laval, 53000, France",,,"Amis chineurs, ici, vous ne trouverez ni livres anciens, ni toiles du 19e s., ni objets des années 1930... mais vous n'y perdrez pas au change ! Cet Antiquaire-là est tout à fait plaisant et accueillant, et dans l'assiette, on apprécie une cuisine généreuse et teintée de créativité.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,48.0647437,-0.7785364
2103,Comptoir du Marché,"8 rue du Marché, Nice, 06000, France", 33 - 49 EUR , Cuisine traditionnelle ,"Le nom de ce joli bistrot rétro dit tout du travail du chef, dont les créations sont pleines des couleurs et des parfums du marché. Gravlax de saumon mariné à la betterave, foie de veau rôti et oignons confits, magret de canard à la plancha... Comme prévu, le restaurant fait souvent salle comble !","['Restaurant non fumeur ', 'Repas en terrasse ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 4 93 13 45 01," Dates de fermetureFermé : 1er-23 août, lundi, dimanche",43.6974690,7.2749116
2104,La Gourmandière - La Table d'Olivier,"Rue de Poignant, Vannes, 56000, France", 62 - 92 EUR , Cuisine moderne ,"Comme tout Breton qui se respecte, Olivier Samson fut un grand voyageur, de La Réserve Beaulieu au Parc des Eaux Vives à Monaco, en passant par Anne-Sophie Pic… Mais il arrive un jour où le marin et son épouse rentrent au port, en l’occurrence un corps de ferme du 19e s. tout en pierre, à une vague de Vannes. Et le retour à la mer, Olivier, ça lui réussit : sa cuisine iodée fait preuve d’une créativité de tous les instants. La fraîcheur des produits de la mer lui inspire de belles recettes, toujours pertinentes, accompagnées des meilleurs fruits et légumes de saison : langoustines snackées et déclinaison de chou-fleur ; délicieux chevreuil, gigue au sautoir, épaule en bonbon... et un dessert qui marie la poire, le cassis et le céleri branche.","['Restaurant non fumeur ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ']",,,47.6701845,-2.7428099
2105,Le Cherine,"74 rue de la Croix-Nivert, Paris, 75015, France", 18 - 50 EUR , Cuisine libanaise ,"Ce restaurant est une jolie histoire de famille, autour d'un duo père-fille, dont le nom, Cherine, a inspiré celui de l'établissement. On déguste une savoureuse cuisine libanaise dans un décor moderne (taboulé persillé, moutabal d'aubergine etc.), préparé avec minutie par un chef inspiré. Sans oublier un délicieux baklawa, en dessert !","['Voiturier ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Carte de crédit Visa ']", +33 1 53 61 92 52, Dates de fermetureFermé : lundi,48.8446102,2.2968528
2106,Manoir de la Régate,"155 route de Gachet, au bord de l'Erdre, Nantes, 44300, France", 28 - 80 EUR , Cuisine moderne ,"Aux portes de Nantes nous attendent une déco chic et tendance (joli parquet blond, mur végétalisé au fond de la salle) et une partition culinaire synonyme de plaisir. Mathieu Pérou, le chef, fait œuvre de fraîcheur et de légèreté, avec beaucoup de travail dans les assiettes. Le service est très pro, le rapport qualité-prix est bon : on sort de là ravi.","['Accès handicapés ', 'Avec chambre ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Salon particulier ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,47.2936105,-1.5263375
2107,La Citadelle,"Route de la Combe, Gordes, 84220, France", 90 - 130 EUR , Cuisine moderne ,"Le soir, on s'installe dans la belle salle à manger bourgeoise, très 18e s., ou sur la terrasse panoramique, devant le soleil qui se couche sur le Luberon. On se régale d'assiettes à la gloire de la Provence, ses produits nobles et ses saveurs (rouget de roche en croûte d’olives noires, jus d’une bouillabaisse) et d'autres plus contemporaines (ravioles de langoustines royales, consommé “Dashi” aux herbes fraîches). De quoi contenter tout le monde ! A midi, l'Orangerie propose une carte similaire.","['Vue ', 'Voiturier ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Garage ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,43.9116809,5.1989468
2108,La Table du Fleuve,"2 place du Port, Bourg-Charente, 16200, France", 33 EUR , Cuisine du marché ,"Signée Thierry et Julien Verrat, voilà une cuisine charentaise à la sauce bistronomique du plus bel aloi. Ici, le menu évolue au gré du marché. Ce jour-là, foie gras de canard mi-cuit aux truffes ; tartare de truite aux aromates et son caviar ou encore tarte aux myrtilles et son gel au pineau des Charentes. Aux beaux jours, on sert aussi sur quelques tables en terrasse. Un petit cocon chaleureux et plaisant, où la gourmandise se sent chez elle.","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,45.6735609,-0.2244992
2109,Le Haut-Allier,"le Pont d'Alleyras, Alleyras, 43580, France", 58 - 110 EUR , Cuisine moderne ,"Au cœur des gorges de l’Allier, cet hôtel-restaurant familial regarde le pont et la rivière depuis ses fenêtres. Bien ancrée dans son terroir, la famille Brun – Philippe et Odile, les parents, épaulés par leur fils et sa compagne – magnifie ces rudes contrées. Ils célèbrent ainsi les nombreux produits qu’ils trouvent dans ce coin de nature : champignons, viandes et fromages auvergnats, omble d’élevage, mais aussi plantes et fleurs sauvages. On se régale d'un pigeonneau au crumble de cèpes, gnocchis de maïs et sauce au foie gras et Xérès, ou encore d'un cappuccino de truffes de Lozère, œuf cocotte et nuage de pommes rattes truffées...","['Avec chambre ', 'Restaurant non fumeur ', 'Menu végétarien ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,44.9183000,3.6727100
2110,Restaurant Dimofski,"2 quartier de la Gare, Wœlfling-lès-Sarreguemines, 57200, France", 33 - 95 EUR ," Cuisine actuelle, Cuisine de saison ","Julien Dimofski est un chef motivé, et son enthousiasme se découvre au gré d'assiettes soignées et savoureuses, humant l'air du temps. Décor rustique et lumineux, à une dizaine de kilomètres de Sarreguemines.","['Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']", +33 3 87 02 38 21," Dates de fermetureFermé : 20 février-8 mars, 9-29 août, lundi, mardi, midi : samedi, soir : dimanche",49.0965166,7.1827032
2111,Michel Trama,"52 rue Royale, Puymirol, 47270, France", 75 - 210 EUR , Cuisine créative ,"Michel Trama et Puymirol, c'est une longue histoire. Cet ex-champion de plongée et étudiant en Arts décoratifs à Montparnasse doit sa vocation à l’amour… de sa femme Maryse. C’est elle qui l’initie à la gastronomie. Celui qui multipliait les petits boulots se fixe et ouvre un bistrot rue Mouffetard, à Paris, avec la ""Cuisine gourmande"" de Michel Guérard en guise de référence. Puis en 1979 c'est l'installation dans cette maison du 13e s. à Puymirol, dans le Lot-et-Garonne, un lieu splendide : on s’y installe sous les voûtes médiévales ou sur la plaisante terrasse, dans l'ancien cloître... Place aux agapes, entre tradition et invention, au gré d'une carte immuable qui multiplie les clins d'œil aux grandes heures de la maison.","['Restaurant non fumeur ', 'Menu végétarien ', 'Salon particulier ', 'Garage ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ', 'Carte de crédit Diners Club ']",,,44.1870457,0.7973007
2112,La Stub,"169 route d'Ottrott, Obernai, 67210, France", 45 - 54 EUR ," Cuisine alsacienne, Cuisine traditionnelle ","Le bois qui décore les murs de cette Stub a été récupéré dans d'anciennes fermes ; un cadre chaleureux avec ses alcôves et son poêle en faïence, pour déguster tartare de hareng ""grand-mère"", pied de porc farci, quenelles de brochet...","['Accès handicapés ', 'Restaurant non fumeur ', 'Repas en terrasse ', 'Parc ou jardin ', 'Parking ', 'Air conditionné ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Carte de crédit American Express ']",,,48.4622414,7.4724803
2113,Le P'tit Bateau,"54 rue du Pont, Beaugency, 45190, France", 36 - 78 EUR , Cuisine moderne ,"C'est au cœur de la cité médiévale que ce P'tit Bateau a mis le cap sur la gourmandise, et les produits frais, avec du poisson en arrivage direct des criées de Bretagne, mais aussi du gibier de Sologne en saison. Tout est généreux, précis, présenté avec soin et savoureux. À noter : le sympathique patio pour un repas à l'air libre. Une maison qui respire l'envie de bien faire !","['Restaurant non fumeur ', 'Repas en terrasse ', 'Menu végétarien ', 'Cartes de crédit acceptées ', 'Mastercard ', 'Carte de crédit Visa ', 'Service compris menu ']",,,47.7790175,1.6317778
